ROC-AUC,Accuracy,BA,G-mean,Specificity,Sensitivity,MCC,cm
0.9625676874829836,0.890629532927183,0.8945795813207756,0.8945676825282507,0.8899656142544545,0.8991935483870968,0.5469799707053107,"[[2847  352]
 [  25  223]]"
0.954485524710343,0.8790252393385553,0.8883276275852332,0.888261169756022,0.8774617067833698,0.8991935483870968,0.5241759165658763,"[[2807  392]
 [  25  223]]"
0.9465780570688005,0.8772845953002611,0.87646269882532,0.8764621723185567,0.8774233896185115,0.8755020080321285,0.510735757745916,"[[2806  392]
 [  31  218]]"
0.9564348701874414,0.8825065274151436,0.8866836953819028,0.8866702522186267,0.8818011257035647,0.891566265060241,0.5280261127691428,"[[2820  378]
 [  27  222]]"
0.9635684601262886,0.8900174114915844,0.905408370150699,0.9052298504401757,0.8874296435272045,0.9233870967741935,0.5566407661856223,"[[2838  360]
 [  19  229]]"
0.9605761377043229,0.8836669567740064,0.8964078996460587,0.8962843499891396,0.8815254767114723,0.9112903225806451,0.5385369824371998,"[[2820  379]
 [  22  226]]"
0.935406982020591,0.876414273281114,0.8627431455394328,0.8625953441490294,0.8787120975304783,0.8467741935483871,0.49506856847819963,"[[2811  388]
 [  38  210]]"
0.9700666330110937,0.8836669567740064,0.9039742459519127,0.9036625538812455,0.8802376485303315,0.927710843373494,0.5466572409221037,"[[2815  383]
 [  18  231]]"
0.9563406848155599,0.8894691035683203,0.8959910938312349,0.8959586622976614,0.8883677298311444,0.9036144578313253,0.5473063813229508,"[[2841  357]
 [  24  225]]"
0.9580950291512841,0.8824724318049912,0.8753063910912062,0.8752663629989569,0.8836772983114447,0.8669354838709677,0.5160061734944967,"[[2826  372]
 [  33  215]]"
0.9556565055612136,0.8793153466782709,0.8829044358620133,0.8828944824632975,0.8787120975304783,0.8870967741935484,0.5191810922920105,"[[2811  388]
 [  28  220]]"
0.9595854047131664,0.8798955613577023,0.8943760146820074,0.8942160599244349,0.8774617067833698,0.9112903225806451,0.5313280437949495,"[[2807  392]
 [  22  226]]"
0.9469284266521998,0.8836669567740064,0.8724956109616704,0.8723978928451769,0.8855534709193246,0.8594377510040161,0.5155398200039852,"[[2832  366]
 [  35  214]]"
0.962185201092048,0.892660284305193,0.8995626031329822,0.8995264229799572,0.891494684177611,0.9076305220883534,0.5556905866151991,"[[2851  347]
 [  23  226]]"
0.9606419839012286,0.8830528148578062,0.8979364623050696,0.8977681288762751,0.8805503439649781,0.9153225806451613,0.5392255800242758,"[[2816  382]
 [  21  227]]"
0.9552254232673516,0.8694516971279374,0.8775902751868023,0.8775387840882488,0.8680837761800563,0.8870967741935484,0.5012447187778708,"[[2777  422]
 [  28  220]]"
0.9628815456443043,0.8807658833768495,0.8948449112121731,0.8946937820099364,0.8783994998437011,0.9112903225806451,0.5329731353986289,"[[2810  389]
 [  22  226]]"
0.9622592935845948,0.8891789962286046,0.8865763240579578,0.8865711045794716,0.889618511569731,0.8835341365461847,0.5376299548629648,"[[2845  353]
 [  29  220]]"
0.9523359228031576,0.886858137510879,0.8890289111417528,0.8890252902370004,0.8864915572232646,0.891566265060241,0.53658438322556,"[[2835  363]
 [  27  222]]"
0.9541031188847868,0.8868253047011028,0.8962494200004034,0.8961818077806456,0.8852407754846779,0.907258064516129,0.5429700410263492,"[[2831  367]
 [  23  225]]"
0.9558417953191017,0.8827966347548593,0.8922193427381541,0.892151452003878,0.8812128790246953,0.9032258064516129,0.5331937677938655,"[[2819  380]
 [  24  224]]"
0.9579631739757384,0.8775747026399768,0.885686303179421,0.8856356204773305,0.8762113160362613,0.8951612903225806,0.5196207207278136,"[[2803  396]
 [  26  222]]"
0.9617431577466841,0.8903394255874674,0.8927567681608235,0.8927522967212739,0.8899312070043778,0.8955823293172691,0.545464431540961,"[[2846  352]
 [  26  223]]"
0.9477836298288841,0.8798955613577023,0.8760181438700392,0.876006419811983,0.8805503439649781,0.8714859437751004,0.5138002325916491,"[[2816  382]
 [  32  217]]"
0.9598703322641167,0.8853743470690656,0.8898883374689825,0.8898727151292558,0.8846153846153846,0.8951612903225806,0.5346117671204645,"[[2829  369]
 [  26  222]]"
0.9584358519295344,0.8767043806208297,0.8889370670269943,0.8888222212907428,0.8746483276023758,0.9032258064516129,0.5217035327677221,"[[2798  401]
 [  24  224]]"
0.9599660680252902,0.8978822164200754,0.9115058637275761,0.9113669405955048,0.8955923726164426,0.9274193548387096,0.5748798823457013,"[[2865  334]
 [  18  230]]"
0.9476279100140399,0.8825065274151436,0.8681668512699956,0.8680050361915199,0.8849280800500313,0.8514056224899599,0.5095487480916878,"[[2830  368]
 [  37  212]]"
0.9508528171472632,0.8680011604293588,0.882569678338118,0.8824053830180628,0.8655409631019387,0.8995983935742972,0.5051904157285347,"[[2768  430]
 [  25  224]]"
0.9637941556214571,0.8923389437028438,0.9010798079444814,0.9010219562675086,0.8908692933083177,0.9112903225806451,0.5560007091446997,"[[2849  349]
 [  22  226]]"
0.9589576883905252,0.890629532927183,0.8908599209430366,0.8908598802964098,0.8905908096280087,0.8911290322580645,0.5433399031281452,"[[2849  350]
 [  27  221]]"
0.9518561748126935,0.8825065274151436,0.886483553328157,0.8864713812903534,0.8818380743982495,0.8911290322580645,0.5271213051360638,"[[2821  378]
 [  27  221]]"
0.9534184266773158,0.873513199883957,0.8799852317336889,0.8799527142479711,0.8724202626641651,0.8875502008032129,0.5093775494389965,"[[2790  408]
 [  28  221]]"
0.9545486511398943,0.8685813751087903,0.8884374270063369,0.8881342221919021,0.8652282676672921,0.9116465863453815,0.5117440050170998,"[[2767  431]
 [  22  227]]"
0.9630464604894188,0.8923389437028438,0.8955004639996772,0.8954928487438325,0.8918073796122576,0.8991935483870968,0.55057438073571,"[[2852  346]
 [  25  223]]"
0.9571615121661002,0.8859878154917319,0.8939386300154282,0.8938903862262441,0.8846514535792435,0.9032258064516129,0.5394326078115881,"[[2830  369]
 [  24  224]]"
0.9607261341749942,0.886858137510879,0.8944075265455939,0.8943640542200398,0.8855892466395748,0.9032258064516129,0.5411616648253513,"[[2833  366]
 [  24  224]]"
0.9616477165698442,0.8822164200754279,0.8846756632533888,0.8846709931871272,0.8818011257035647,0.8875502008032129,0.5256300752344795,"[[2820  378]
 [  28  221]]"
0.9513852784496335,0.8793153466782709,0.8923706081361091,0.8922401231122591,0.8771106941838649,0.9076305220883534,0.529273730882845,"[[2805  393]
 [  23  226]]"
0.9530654239544877,0.8807312826465468,0.8836672113619399,0.8836605561724318,0.8802376485303315,0.8870967741935484,0.5219184689395241,"[[2815  383]
 [  28  220]]"
0.942373624822273,0.8656803017116333,0.860679748711795,0.8606599282559851,0.8665207877461707,0.8548387096774194,0.47966246363517046,"[[2772  427]
 [  36  212]]"
0.9596963264729905,0.8877284595300261,0.8911567626980206,0.8911477652224238,0.8871522350734604,0.8951612903225806,0.5392535527978838,"[[2838  361]
 [  26  222]]"
0.955103716931516,0.8825065274151436,0.8885353797930936,0.8885074347727546,0.8814884302689181,0.8955823293172691,0.5298587241970193,"[[2819  379]
 [  26  223]]"
0.9632212401827448,0.8851174934725848,0.9029043001273387,0.9026649052510249,0.8821138211382114,0.9236947791164659,0.5476678989687651,"[[2821  377]
 [  19  230]]"
0.9601779842240109,0.881601857225769,0.8915753797736488,0.8914992570814333,0.8799249530956847,0.9032258064516129,0.5309485735901647,"[[2814  384]
 [  24  224]]"
0.9602332886285028,0.886858137510879,0.8925476963567244,0.8925229537230321,0.885901844326352,0.8991935483870968,0.5393362963180864,"[[2834  365]
 [  25  223]]"
0.952550696286138,0.8865680301711634,0.8700734352469017,0.8698600841882513,0.8893404188809003,0.8508064516129032,0.5166300404854952,"[[2845  354]
 [  37  211]]"
0.9643677901097825,0.886858137510879,0.9056940708424693,0.9054264253303639,0.8836772983114447,0.927710843373494,0.5528968395168202,"[[2826  372]
 [  18  231]]"
0.9511265826281988,0.8781549173194082,0.8824867952108622,0.8824722690517507,0.8774233896185115,0.8875502008032129,0.5179110595163321,"[[2806  392]
 [  28  221]]"
0.9578239423833445,0.879570516540917,0.901639633641994,0.9012710108114477,0.8758599124452783,0.9274193548387096,0.5380842989156175,"[[2801  397]
 [  18  230]]"
